Tissue	kegg_pathway_ID	kegg_pathway_Name	IDs	S	B	Rich.Factor	P.value	Sig.Sign.P
Kidney	ko01062	Biosynthesis of terpenoids and steroids	C00085|Neuberg ester, C00267|脦卤-D-Glucose	2	98	0.0204	0.123877266	ns
Kidney	ko00232	Caffeine metabolism	C01762|Xanthosine	1	22	0.0455	0.128606746	ns
Kidney	ko01502	Vancomycin resistance	C00065|Serine	1	24	0.0417	0.139464277	ns
Kidney	ko00643	Styrene degradation	C07086|Phenylacetic acid	1	24	0.0417	0.139464277	ns
Kidney	ko04024	cAMP signaling pathway	C01089|3R-hydroxy-butanoic acid	1	25	0.04	0.144843466	ns
Kidney	ko00998	Biosynthesis of various antibiotics	C00065|Serine, C00085|Neuberg ester	2	108	0.0185	0.144991142	ns
Kidney	ko00633	Nitrotoluene degradation	C11006|2,4-Dinitrotoluene	1	27	0.037	0.155503669	ns
Kidney	ko00250	Alanine, aspartate and glutamate metabolism	C01042|N-Acetylaspartate	1	28	0.0357	0.160785072	ns
Kidney	ko04978	Mineral absorption	C00065|Serine	1	29	0.0345	0.166034266	ns
Kidney	ko00750	Vitamin B6 metabolism	C00971|4-Pyridoxolactone	1	29	0.0345	0.166034266	ns
Kidney	ko00780	Biotin metabolism	C01092|8-Amino-7-oxononanoic acid	1	29	0.0345	0.166034266	ns
Kidney	ko00520	Amino sugar and nucleotide sugar metabolism	C00085|Neuberg ester, C00267|脦卤-D-Glucose	2	118	0.0169	0.166808542	ns
Kidney	ko00770	Pantothenate and CoA biosynthesis	C00099|beta-Alanine	1	30	0.0333	0.171251443	ns
Kidney	ko00364	Fluorobenzoate degradation	C00090|Pyrocatechol	1	32	0.0312	0.181590505	ns
Kidney	ko00920	Sulfur metabolism	C00065|Serine	1	33	0.0303	0.186712768	ns
Kidney	ko00600	Sphingolipid metabolism	C00065|Serine	1	35	0.0286	0.196863691	ns
Kidney	ko00500	Starch and sucrose metabolism	C00085|Neuberg ester	1	37	0.027	0.206891046	ns
Kidney	ko00622	Xylene degradation	C06575|p-Cymene	1	38	0.0263	0.211858844	ns
Kidney	ko00261	Monobactam biosynthesis	C00065|Serine	1	39	0.0256	0.216796298	ns
Kidney	ko05415	Diabetic cardiomyopathy	C00085|Neuberg ester	1	39	0.0256	0.216796298	ns
Kidney	ko00908	Zeatin biosynthesis	C00371|Zeatin	1	39	0.0256	0.216796298	ns
Kidney	ko00946	Degradation of flavonoids	C10208|Daidzein	1	40	0.025	0.221703589	ns
Kidney	ko01063	Biosynthesis of alkaloids derived from shikimate pathway	C00085|Neuberg ester, C00267|脦卤-D-Glucose	2	143	0.014	0.223437804	ns
Kidney	ko00460	Cyanoamino acid metabolism	C00065|Serine	1	45	0.0222	0.24579385	ns
Kidney	ko00650	Butanoate metabolism	C01089|3R-hydroxy-butanoic acid	1	47	0.0213	0.255225018	ns
Kidney	ko00360	Phenylalanine metabolism	C07086|Phenylacetic acid	1	49	0.0204	0.264541164	ns
Kidney	ko00970	Aminoacyl-tRNA biosynthesis	C00065|Serine	1	52	0.0192	0.278302703	ns
Kidney	ko04080	Neuroactive ligand-receptor interaction	C00099|beta-Alanine	1	53	0.0189	0.282833843	ns
Kidney	ko00053	Ascorbate and aldarate metabolism	C03033|Indoxyl glucuronide	1	57	0.0175	0.300682636	ns
Kidney	ko00523	Polyketide sugar unit biosynthesis	C11918|LARIXINIC ACID	1	58	0.0172	0.305076713	ns
Kidney	ko00626	Naphthalene degradation	C00090|Pyrocatechol	1	60	0.0167	0.313784257	ns
Kidney	ko00943	Isoflavonoid biosynthesis	C10208|Daidzein	1	64	0.0156	0.330881373	ns
Kidney	ko00621	Dioxin degradation	C00090|Pyrocatechol	1	66	0.0152	0.339273465	ns
Kidney	ko00470	D-Amino acid metabolism	C00065|Serine	1	69	0.0145	0.35166951	ns
Kidney	ko00362	Benzoate degradation	C00090|Pyrocatechol	1	72	0.0139	0.363838696	ns
Kidney	ko00361	Chlorocyclohexane and chlorobenzene degradation	C00090|Pyrocatechol	1	83	0.012	0.406582806	ns
Kidney	ko00627	Aminobenzoate degradation	C00090|Pyrocatechol	1	86	0.0116	0.417745712	ns
Kidney	ko00541	O-Antigen nucleotide sugar biosynthesis	C00085|Neuberg ester	1	90	0.0111	0.432311591	ns
Kidney	ko04976	Bile secretion	C03033|Indoxyl glucuronide	1	97	0.0103	0.456951556	ns
Kidney	ko00624	Polycyclic aromatic hydrocarbon degradation	C00090|Pyrocatechol	1	107	0.0093	0.490351458	ns
Kidney	ko01230	Biosynthesis of amino acids	C00065|Serine	1	128	0.0078	0.554101882	ns
Kidney	ko00860	Porphyrin metabolism	C00430|5-Aminolevulinic acid	1	148	0.0068	0.607550996	ns
Kidney	ko01110	Biosynthesis of secondary metabolites	C01762|Xanthosine, C00065|Serine, C00085|Neuberg ester, C00168|脦虏-Hydroxypyruvic acid, C10208|Daidzein, C00099|beta-Alanine, C00371|Zeatin, C01172|beta-D-Glucose 6-phosphate, C04823|SAICAR, C00267|脦卤-D-Glucose, C00430|5-Aminolevulinic acid, C00168|Hydroxypyruvic acid, C11918|LARIXINIC ACID	13	2273	0.0057	0.704311125	ns
Kidney	ko01250	Biosynthesis of nucleotide sugars	C00267|脦卤-D-Glucose	1	200	0.005	0.718956815	ns
Liver	ko01100	Metabolic pathways	C00449|Saccharopine, C00546|Methylglyoxal, C02076|Sedoheptulose, C00103|glucose-1-phosphate, C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE, C05122|Taurocholic acid, C03114|5,6-Dimethylbenzimidazole, C00212|Adenosine, C00170|5'-Deoxy-5'-Methylthioadenosine, C21016|Ophthalmic acid, C00170|METHYLTHIOADENOSINE, C14773|8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid, C00954|N-epsilon-Acetyllysine, C01042|N-Acetyl-L-aspartic acid, C00249|Hexadecanoic acid, C00437|N2-Acetyl-L-ornithine, C03492|D-4'-Phosphopantothenate, C00392|Mannitol, C01096|Sorbitol-6-phosphate, C00233|4-Methyl-2-Oxovaleric acid, C02727|N6-Acetyl-L-lysine, C00191|D-Glucuronic acid, C00263|L-Homoserine, C11555|D-myo-Inositol 1,4,5,6-tetrakisphosphate, C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C18218|16-Hydroxyhexadecanoic acid, C01077|Acetylhomoserine, C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00026|A-Ketoglutaric acid, C00232|succinate semialdehyde, C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)), C00422|TG(18:1/18:2/18:2)	33	3065	0.0108	1.28E-07	****
Liver	ko05231	Choline metabolism in cancer	C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	4	11	0.3636	2.99E-07	****
Liver	ko04723	Retrograde endocannabinoid signaling	C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	4	19	0.2105	3.40E-06	****
Liver	ko00591	Linoleic acid metabolism	C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	4	28	0.1429	1.73E-05	****
Liver	ko00270	Cysteine and methionine metabolism	C00170|5'-Deoxy-5'-Methylthioadenosine, C21016|Ophthalmic acid, C00170|METHYLTHIOADENOSINE, C00263|L-Homoserine, C01077|Acetylhomoserine	5	67	0.0746	3.57E-05	****
Liver	ko00590	Arachidonic acid metabolism	C14773|8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid, C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	5	79	0.0633	7.94E-05	****
Liver	ko00592	alpha-Linolenic acid metabolism	C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	4	44	0.0909	0.000107329	***
Liver	ko01060	Biosynthesis of plant secondary metabolites	C00103|glucose-1-phosphate, C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE, C00170|5'-Deoxy-5'-Methylthioadenosine, C00170|METHYLTHIOADENOSINE, C00249|Hexadecanoic acid, C00026|A-Ketoglutaric acid	6	141	0.0426	0.000133491	***
Liver	ko00564	Glycerophospholipid metabolism	C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	4	56	0.0714	0.000276409	***
Liver	ko00250	Alanine, aspartate and glutamate metabolism	C01042|N-Acetyl-L-aspartic acid, C00026|A-Ketoglutaric acid, C00232|succinate semialdehyde	3	28	0.1071	0.000522119	***
Liver	ko01230	Biosynthesis of amino acids	C00449|Saccharopine, C00437|N2-Acetyl-L-ornithine, C00233|4-Methyl-2-Oxovaleric acid, C00263|L-Homoserine, C00026|A-Ketoglutaric acid	5	128	0.0391	0.000759562	***
Liver	ko00300	Lysine biosynthesis	C00449|Saccharopine, C00263|L-Homoserine, C00026|A-Ketoglutaric acid	3	35	0.0857	0.001014579	**
Liver	ko04979	Cholesterol metabolism	C05122|Taurocholic acid, C00422|TG(18:1/18:2/18:2)	2	10	0.2	0.001411481	**
Liver	ko00650	Butanoate metabolism	C00741|Diacetyl, C00026|A-Ketoglutaric acid, C00232|succinate semialdehyde	3	47	0.0638	0.002396996	**
Liver	ko04923	Regulation of lipolysis in adipocytes	C00212|Adenosine, C00422|TG(18:1/18:2/18:2)	2	14	0.1429	0.002813198	**
Liver	ko00310	Lysine degradation	C00449|Saccharopine, C02727|N6-Acetyl-L-lysine, C00026|A-Ketoglutaric acid	3	56	0.0536	0.003954577	**
Liver	ko00040	Pentose and glucuronate interconversions	C00103|glucose-1-phosphate, C00191|D-Glucuronic acid, C00026|A-Ketoglutaric acid	3	59	0.0508	0.004583187	**
Liver	ko00220	Arginine biosynthesis	C00437|N2-Acetyl-L-ornithine, C00026|A-Ketoglutaric acid	2	23	0.087	0.007570565	**
Liver	ko00430	Taurine and hypotaurine metabolism	C05122|Taurocholic acid, C00026|A-Ketoglutaric acid	2	24	0.0833	0.008229003	**
Liver	ko05012	Parkinson disease	C00013|Pyrophosphate, C00212|Adenosine	2	26	0.0769	0.009620198	**
Liver	ko04922	Glucagon signaling pathway	C00103|glucose-1-phosphate, C00026|A-Ketoglutaric acid	2	26	0.0769	0.009620198	**
Liver	ko00073	Cutin, suberine and wax biosynthesis	C00249|Hexadecanoic acid, C18218|16-Hydroxyhexadecanoic acid	2	27	0.0741	0.010352371	*
Liver	ko01065	Biosynthesis of alkaloids derived from histidine and purine	C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE, C00026|A-Ketoglutaric acid	2	35	0.0571	0.017050083	*
Liver	ko00561	Glycerolipid metabolism	C00103|glucose-1-phosphate, C00422|TG(18:1/18:2/18:2)	2	38	0.0526	0.019928655	*
Liver	ko00908	Zeatin biosynthesis	C00170|5'-Deoxy-5'-Methylthioadenosine, C00170|METHYLTHIOADENOSINE	2	39	0.0513	0.020930505	*
Liver	ko00785	Lipoic acid metabolism	C00233|4-Methyl-2-Oxovaleric acid, C00026|A-Ketoglutaric acid	2	44	0.0455	0.026245533	*
Liver	ko00720	Carbon fixation pathways in prokaryotes	C00026|A-Ketoglutaric acid, C00232|succinate semialdehyde	2	44	0.0455	0.026245533	*
Liver	ko00340	Histidine metabolism	C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE, C00026|A-Ketoglutaric acid	2	47	0.0426	0.029670064	*
Liver	ko00562	Inositol phosphate metabolism	C00191|D-Glucuronic acid, C11555|D-myo-Inositol 1,4,5,6-tetrakisphosphate	2	47	0.0426	0.029670064	*
Liver	ko00260	Glycine, serine and threonine metabolism	C00546|Methylglyoxal, C00263|L-Homoserine	2	48	0.0417	0.03084934	*
Liver	ko01240	Biosynthesis of cofactors	C00103|glucose-1-phosphate, C03114|5,6-Dimethylbenzimidazole, C03492|D-4'-Phosphopantothenate, C00191|D-Glucuronic acid, C00026|A-Ketoglutaric acid	5	328	0.0152	0.038345453	*
Liver	ko00051	Fructose and mannose metabolism	C00392|Mannitol, C01096|Sorbitol-6-phosphate	2	55	0.0364	0.039608408	*
Liver	ko02060	Phosphotransferase system (PTS)	C00392|Mannitol, C01096|Sorbitol-6-phosphate	2	57	0.0351	0.042266051	*
Liver	ko00053	Ascorbate and aldarate metabolism	C00191|D-Glucuronic acid, C00026|A-Ketoglutaric acid	2	57	0.0351	0.042266051	*
Liver	ko05032	Morphine addiction	C00212|Adenosine	1	8	0.125	0.045189998	*
Liver	ko01210	2-Oxocarboxylic acid metabolism	C00437|N2-Acetyl-L-ornithine, C00233|4-Methyl-2-Oxovaleric acid, C00026|A-Ketoglutaric acid	3	144	0.0208	0.049249888	*
Liver	ko04727	GABAergic synapse	C00026|A-Ketoglutaric acid	1	9	0.1111	0.050697086	ns
Liver	ko04022	cGMP-PKG signaling pathway	C00212|Adenosine	1	10	0.1	0.056173265	ns
Liver	ko05034	Alcoholism	C00212|Adenosine	1	10	0.1	0.056173265	ns
Liver	ko00365	Furfural degradation	C00026|A-Ketoglutaric acid	1	10	0.1	0.056173265	ns
Liver	ko01070	Biosynthesis of plant hormones	C00954|N-epsilon-Acetyllysine, C00026|A-Ketoglutaric acid	2	68	0.0294	0.05800864	ns
Liver	ko04075	Plant hormone signal transduction	C00954|N-epsilon-Acetyllysine	1	12	0.0833	0.067033566	ns
Liver	ko04975	Fat digestion and absorption	C00422|TG(18:1/18:2/18:2)	1	13	0.0769	0.072418024	ns
Liver	ko05417	Lipid and atherosclerosis	C00422|TG(18:1/18:2/18:2)	1	14	0.0714	0.077772241	ns
Liver	ko04071	Sphingolipid signaling pathway	C00212|Adenosine	1	15	0.0667	0.083096383	ns
Liver	ko04066	HIF-1 signaling pathway	C00026|A-Ketoglutaric acid	1	15	0.0667	0.083096383	ns
Liver	ko00190	Oxidative phosphorylation	C00013|Pyrophosphate	1	16	0.0625	0.088390614	ns
Liver	ko04270	Vascular smooth muscle contraction	C00212|Adenosine	1	16	0.0625	0.088390614	ns
Liver	ko04924	Renin secretion	C00212|Adenosine	1	17	0.0588	0.093655098	ns
Liver	ko04964	Proximal tubule bicarbonate reclamation	C00026|A-Ketoglutaric acid	1	17	0.0588	0.093655098	ns
Liver	ko04931	Insulin resistance	C00422|TG(18:1/18:2/18:2)	1	19	0.0526	0.104095472	ns
Liver	ko04976	Bile secretion	C05122|Taurocholic acid, C00026|A-Ketoglutaric acid	2	97	0.0206	0.107011185	ns
Liver	ko00020	Citrate cycle (TCA cycle)	C00026|A-Ketoglutaric acid	1	20	0.05	0.109271685	ns
Liver	ko00230	Purine metabolism	C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE, C00212|Adenosine	2	101	0.0198	0.114447655	ns
Liver	ko04152	AMPK signaling pathway	C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE	1	22	0.0455	0.119536962	ns
Liver	ko00290	Valine, leucine and isoleucine biosynthesis	C00233|4-Methyl-2-Oxovaleric acid	1	23	0.0435	0.124626344	ns
Liver	ko04714	Thermogenesis	C00422|TG(18:1/18:2/18:2)	1	23	0.0435	0.124626344	ns
Liver	ko00521	Streptomycin biosynthesis	C00103|glucose-1-phosphate	1	24	0.0417	0.129687098	ns
Liver	ko00740	Riboflavin metabolism	C03114|5,6-Dimethylbenzimidazole	1	24	0.0417	0.129687098	ns
Liver	ko04024	cAMP signaling pathway	C00212|Adenosine	1	25	0.04	0.134719381	ns
Liver	ko01200	Carbon metabolism	C00026|A-Ketoglutaric acid, C00232|succinate semialdehyde	2	114	0.0175	0.139479593	ns
Liver	ko00520	Amino sugar and nucleotide sugar metabolism	C00103|glucose-1-phosphate, C00191|D-Glucuronic acid	2	118	0.0169	0.147413502	ns
Liver	ko04070	Phosphatidylinositol signaling system	C11555|D-myo-Inositol 1,4,5,6-tetrakisphosphate	1	29	0.0345	0.154566903	ns
Liver	ko00750	Vitamin B6 metabolism	C00232|succinate semialdehyde	1	29	0.0345	0.154566903	ns
Liver	ko00770	Pantothenate and CoA biosynthesis	C03492|D-4'-Phosphopantothenate	1	30	0.0333	0.159459149	ns
Liver	ko00010	Glycolysis / Gluconeogenesis	C00103|glucose-1-phosphate	1	31	0.0323	0.164323847	ns
Liver	ko05022	Pathways of neurodegeneration - multiple diseases	C00013|Pyrophosphate	1	32	0.0312	0.169161146	ns
Liver	ko00620	Pyruvate metabolism	C00546|Methylglyoxal	1	32	0.0312	0.169161146	ns
Liver	ko00410	beta-Alanine metabolism	C03492|D-4'-Phosphopantothenate	1	32	0.0312	0.169161146	ns
Liver	ko00920	Sulfur metabolism	C00263|L-Homoserine	1	33	0.0303	0.173971197	ns
Liver	ko00660	C5-Branched dibasic acid metabolism	C00026|A-Ketoglutaric acid	1	35	0.0286	0.183510152	ns
Liver	ko00525	Acarbose and validamycin biosynthesis	C00103|glucose-1-phosphate	1	36	0.0278	0.188239351	ns
Liver	ko00121	Secondary bile acid biosynthesis	C05122|Taurocholic acid	1	36	0.0278	0.188239351	ns
Liver	ko02010	ABC transporters	C00212|Adenosine, C00392|Mannitol	2	138	0.0145	0.188335853	ns
Liver	ko00030	Pentose phosphate pathway	C02076|Sedoheptulose	1	37	0.027	0.192941894	ns
Liver	ko00500	Starch and sucrose metabolism	C00103|glucose-1-phosphate	1	37	0.027	0.192941894	ns
Liver	ko05230	Central carbon metabolism in cancer	C00026|A-Ketoglutaric acid	1	37	0.027	0.192941894	ns
Liver	ko01063	Biosynthesis of alkaloids derived from shikimate pathway	C00026|A-Ketoglutaric acid, C16700|3,4-Dihydroxybenzaldehyde	2	143	0.014	0.198821929	ns
Liver	ko05415	Diabetic cardiomyopathy	C00546|Methylglyoxal	1	39	0.0256	0.202267597	ns
Liver	ko04977	Vitamin digestion and absorption	C00422|TG(18:1/18:2/18:2)	1	39	0.0256	0.202267597	ns
Liver	ko00062	Fatty acid elongation	C00249|Hexadecanoic acid	1	40	0.025	0.206891046	ns
Liver	ko00640	Propanoate metabolism	C00546|Methylglyoxal	1	41	0.0244	0.211488419	ns
Liver	ko04726	Serotonergic synapse	C14773|8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid	1	42	0.0238	0.216059858	ns
Liver	ko00280	Valine, leucine and isoleucine degradation	C00233|4-Methyl-2-Oxovaleric acid	1	42	0.0238	0.216059858	ns
Liver	ko00052	Galactose metabolism	C00103|glucose-1-phosphate	1	46	0.0217	0.234089119	ns
Liver	ko00120	Primary bile acid biosynthesis	C05122|Taurocholic acid	1	47	0.0213	0.238533012	ns
Liver	ko01066	Biosynthesis of alkaloids derived from terpenoid and polyketide	C00026|A-Ketoglutaric acid	1	48	0.0208	0.242951813	ns
Liver	ko00071	Fatty acid degradation	C00249|Hexadecanoic acid	1	50	0.02	0.251714694	ns
Liver	ko04080	Neuroactive ligand-receptor interaction	C00212|Adenosine	1	53	0.0189	0.264674252	ns
Liver	ko00760	Nicotinate and nicotinamide metabolism	C00232|succinate semialdehyde	1	55	0.0182	0.273192356	ns
Liver	ko02024	Quorum sensing	C00232|succinate semialdehyde	1	55	0.0182	0.273192356	ns
Liver	ko00523	Polyketide sugar unit biosynthesis	C00103|glucose-1-phosphate	1	58	0.0172	0.28578977	ns
Liver	ko01232	Nucleotide metabolism	C00212|Adenosine	1	58	0.0172	0.28578977	ns
Liver	ko00061	Fatty acid biosynthesis	C00249|Hexadecanoic acid	1	58	0.0172	0.28578977	ns
Liver	ko00630	Glyoxylate and dicarboxylate metabolism	C00026|A-Ketoglutaric acid	1	64	0.0156	0.310350455	ns
Liver	ko01250	Biosynthesis of nucleotide sugars	C00103|glucose-1-phosphate, C00191|D-Glucuronic acid	2	200	0.01	0.320983838	ns
Liver	ko00997	Biosynthesis of various other secondary metabolites	C00026|A-Ketoglutaric acid	1	67	0.0149	0.322320647	ns
Liver	ko01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	C00026|A-Ketoglutaric acid	1	67	0.0149	0.322320647	ns
Liver	ko00470	D-Amino acid metabolism	C00026|A-Ketoglutaric acid	1	69	0.0145	0.33018821	ns
Liver	ko01040	Biosynthesis of unsaturated fatty acids	C00249|Hexadecanoic acid	1	74	0.0135	0.349470322	ns
Liver	ko00966	Glucosinolate biosynthesis	C00233|4-Methyl-2-Oxovaleric acid	1	77	0.013	0.360779197	ns
Liver	ko00350	Tyrosine metabolism	C00232|succinate semialdehyde	1	78	0.0128	0.364506138	ns
Liver	ko00380	Tryptophan metabolism	C00954|N-epsilon-Acetyllysine	1	83	0.012	0.382825982	ns
Liver	ko00541	O-Antigen nucleotide sugar biosynthesis	C00103|glucose-1-phosphate	1	90	0.0111	0.407612987	ns
Liver	ko01062	Biosynthesis of terpenoids and steroids	C00026|A-Ketoglutaric acid	1	98	0.0102	0.434755837	ns
Liver	ko01061	Biosynthesis of phenylpropanoids	C00026|A-Ketoglutaric acid	1	106	0.0094	0.460687123	ns
Liver	ko00998	Biosynthesis of various antibiotics	C00026|A-Ketoglutaric acid	1	108	0.0093	0.466986856	ns
Liver	ko00980	Metabolism of xenobiotics by cytochrome P450	C02617|1,4-Naphthoquinone	1	121	0.0083	0.506224319	ns
Liver	ko01212	Fatty acid metabolism	C00249|Hexadecanoic acid	1	122	0.0082	0.509123351	ns
Liver	ko00950	Isoquinoline alkaloid biosynthesis	C16700|3,4-Dihydroxybenzaldehyde	1	131	0.0076	0.534480231	ns
Liver	ko00860	Porphyrin metabolism	C03114|5,6-Dimethylbenzimidazole	1	148	0.0068	0.578945121	ns
Liver	ko01110	Biosynthesis of secondary metabolites	C00449|Saccharopine, C00103|glucose-1-phosphate, C04677|5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE, C00437|N2-Acetyl-L-ornithine, C00233|4-Methyl-2-Oxovaleric acid, C00263|L-Homoserine, C00741|Diacetyl, C00157|PC(18:3(9Z,12Z,15Z)/14:0), C00157|PC(20:0/14:1(9Z)), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00026|A-Ketoglutaric acid, C00157|PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	12	2273	0.0053	0.70427187	ns
Liver	ko01120	Microbial metabolism in diverse environments	C00546|Methylglyoxal, C00103|glucose-1-phosphate, C00263|L-Homoserine, C00026|A-Ketoglutaric acid, C00232|succinate semialdehyde	5	1072	0.0047	0.763400607	ns
Lung	ko04723	Retrograde endocannabinoid signaling	C00157|PC(20:2(11Z,14Z)/P-16:0), C00157|PC(20:3(8Z,11Z,14Z)/P-18:0), C00157|PC(20:3(8Z,11Z,14Z)/P-16:0), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), C00157|PC(18:2(9Z,12Z)/14:1(9Z)), C00157|PC(22:2(13Z,16Z)/18:2(9Z,12Z)), C00157|PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)), C00350|PE(20:4(5Z,8Z,11Z,14Z)/18:0), C00350|PE(16:1/18:1)	11	19	0.5789	8.35E-23	****
Lung	ko05231	Choline metabolism in cancer	C00157|PC(20:2(11Z,14Z)/P-16:0), C00157|PC(20:3(8Z,11Z,14Z)/P-18:0), C00157|PC(20:3(8Z,11Z,14Z)/P-16:0), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), C00157|PC(18:2(9Z,12Z)/14:1(9Z)), C00157|PC(22:2(13Z,16Z)/18:2(9Z,12Z)), C00157|PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z))	9	11	0.8182	7.41E-21	****
Lung	ko00564	Glycerophospholipid metabolism	C00157|PC(20:2(11Z,14Z)/P-16:0), C00157|PC(20:3(8Z,11Z,14Z)/P-18:0), C00157|PC(20:3(8Z,11Z,14Z)/P-16:0), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), C00157|PC(18:2(9Z,12Z)/14:1(9Z)), C00157|PC(22:2(13Z,16Z)/18:2(9Z,12Z)), C00157|PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)), C00350|PE(20:4(5Z,8Z,11Z,14Z)/18:0), C00350|PE(16:1/18:1)	11	56	0.1964	1.50E-16	****
Lung	ko00591	Linoleic acid metabolism	C00157|PC(20:2(11Z,14Z)/P-16:0), C00157|PC(20:3(8Z,11Z,14Z)/P-18:0), C00157|PC(20:3(8Z,11Z,14Z)/P-16:0), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), C00157|PC(18:2(9Z,12Z)/14:1(9Z)), C00157|PC(22:2(13Z,16Z)/18:2(9Z,12Z)), C00157|PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z))	9	28	0.3214	8.89E-16	****
Lung	ko00592	alpha-Linolenic acid metabolism	C00157|PC(20:2(11Z,14Z)/P-16:0), C00157|PC(20:3(8Z,11Z,14Z)/P-18:0), C00157|PC(20:3(8Z,11Z,14Z)/P-16:0), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), C00157|PC(18:2(9Z,12Z)/14:1(9Z)), C00157|PC(22:2(13Z,16Z)/18:2(9Z,12Z)), C00157|PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z))	9	44	0.2045	8.75E-14	****
